name,district,latitude,longitude,proj_area,nbr_buildings,nbr_floors,units,hospital,price_sqm,id,bld_age,dist_shop_1,dist_shop_2,dist_shop_3,dist_shop_4,dist_shop_5,dist_school_1,dist_school_2,dist_school_3,dist_school_4,dist_school_5,dist_food_1,dist_food_2,dist_food_3,dist_food_4,dist_food_5,Elevator,Parking,Security,CCTV,Pool,Sauna,Gym,Garden,Playground,Shop,Restaurant,Wifi,tran_type1,tran_type2,tran_type3,tran_type4,tran_type5,tran_name1,tran_name2,tran_name3,tran_name4,tran_name5,dist_tran_1,dist_tran_2,dist_tran_3,dist_tran_4,dist_tran_5
The Leaf,Suan Luang,13.7395205,100.6036514,3340,1,20,393.0,1.2,78571,805,6,0.52,0.6,1.6,1.7,2.0,1.5,1.6,1.7,1.8,1.8,0.19,0.25,0.31,0.36,0.37,1,1,1,1,1,1,1,1,0,0,0,1,Phatthanakan 2 Toll Plaza,Phatthanakan 1 Toll Plaza,Srinagarindra Toll Plaza,Phra Khanong,Ekkamai,Phatthanakan 2 Toll Plaza,Phatthanakan 1 Toll Plaza,Srinagarindra Toll Plaza,Phra Khanong,Ekkamai,0.33,2.1,2.1,4.0,4.1
U Delight @ Onnut Station,Suan Luang,13.711507000000001,100.604,6252,1,32,773.0,2.2,88334,806,7,1.3,1.5,71.0,2.6,3.1,0.79,1.0,1.2,1.2,1.3,0.39,0.39,0.39,0.39,0.39,1,1,1,1,1,1,1,1,0,0,0,0,On Nut,Phra Khanong,At Narong 2 Toll Plaza,Bang Chak,At Narong 1 Toll Plaza,On Nut,Phra Khanong,At Narong 2 Toll Plaza,Bang Chak,At Narong 1 Toll Plaza,0.95,1.7,1.9,2.0,2.0
U Delight Residence,Suan Luang,13.7398277,100.6027788,7124,1,27,676.0,1.1,95643,807,6,0.48,0.5,1.5,1.6,1.9,1.4,1.5,1.6,1.8,1.8,0.091,0.15,0.27,0.29,0.32,1,1,1,1,1,1,1,1,0,1,1,0,Phatthanakan 2 Toll Plaza,Phatthanakan 1 Toll Plaza,Srinagarindra Toll Plaza,Phra Khanong,Ekkamai,Phatthanakan 2 Toll Plaza,Phatthanakan 1 Toll Plaza,Srinagarindra Toll Plaza,Phra Khanong,Ekkamai,0.29,2.0,2.0,3.9,4.0
Lumpini Place Borom Ratchachonni – Pinklao,Taling Chan,13.7851554,100.46076109999998,9600,1,25,996.0,3.1,72583,808,4,0.4,3.8,3.8,4.0,4.0,0.47,1.7,2.0,3.0,3.1,0.42,0.5,0.55,1.5,2.1,1,1,1,1,1,1,1,1,1,1,0,0,Yommarat Toll Plaza,Bang Wa,Hua Lamphong,Uruphong Toll Plaza,Khlong Prapa 2 Toll Plaza,Yommarat Toll Plaza,Bang Wa,Hua Lamphong,Uruphong Toll Plaza,Khlong Prapa 2 Toll Plaza,9.5,9.6,9.6,9.7,9.7
Aspire Sathorn Thapra,Thon Buri,13.7160353,100.4798153,8481,1,30,1219.0,1.1,106669,809,2,0.38,0.38,0.52,0.52,0.57,0.46,0.46,0.51,0.51,0.53,0.35,0.35,0.0004,0.57,0.57,1,1,1,1,1,1,1,1,0,0,0,0,Talat Phlu,Talat Phlu,Wutthakat,Wutthakat,Pho Nimit,Talat Phlu,Talat Phlu,Wutthakat,Wutthakat,Pho Nimit,0.4,0.4,1.4,1.4,3.3
Bangkok Horizon Ratchada-Thapra,Thon Buri,13.708024599999998,100.4808199,5900,2,8,710.0,1.2,76786,810,5,0.64,0.77,0.84,0.014,3.0,0.082,0.96,1.0,1.1,1.3,0.26,0.29,0.3,0.46,0.47,1,1,1,1,1,0,1,1,0,0,0,1,Talat Phlu,Wutthakat,Pho Nimit,Chan Toll Plaza,Sathon Toll Plaza,Talat Phlu,Wutthakat,Pho Nimit,Chan Toll Plaza,Sathon Toll Plaza,0.97,1.8,4.3,5.2,5.8
Casa Condo Ratchada Thapra,Thon Buri,13.713514000000002,100.47713399999999,3700,2,8,274.0,0.84,84962,811,8,0.35,0.49,0.66,0.74,2.7,0.36,0.38,0.67,0.71,1.0,0.42,0.49,0.49,0.5,0.57,1,1,1,1,1,0,1,0,0,0,0,0,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,0.095,2.2,5.3,5.5,6.0
Casa Condo Ratchada-Ratchaphruek,Thon Buri,13.7139749,100.47622059999999,5172,1,28,627.0,0.8,104529,812,5,0.39,0.49,0.68,0.76,2.7,0.33,0.42,0.67,0.7,1.0,0.45,0.46,0.49,0.51,0.59,1,1,1,1,1,0,1,1,0,0,0,0,Talat Phlu,Wutthakat,Pho Nimit,Sathon Toll Plaza,Surawong Toll Plaza,Talat Phlu,Wutthakat,Pho Nimit,Sathon Toll Plaza,Surawong Toll Plaza,0.058,1.1,3.7,5.2,5.3
Life @ BTS Tha-Phra,Thon Buri,13.717926,100.477674,6608,1,17,672.0,0.56,67325,813,10,0.54,0.64,0.73,0.81,2.5,0.42,0.45,0.56,0.58,0.78,0.04,0.34,0.48,0.002,0.51,1,1,1,1,1,0,0,0,0,1,1,0,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,0.51,1.9,5.1,5.5,6.2
Lumpini Place Ratchada-Thapra,Thon Buri,13.708929000000001,100.481702,9168,3,29,930.0,1.0,57941,814,12,0.59,0.66,0.86,1.1,3.0,0.66,0.76,1.3,1.3,1.3,0.58,0.59,0.63,0.66,0.66,1,1,1,1,1,1,1,1,1,1,1,0,Talat Phlu,Wutthakat,Chan Toll Plaza,Sathon Toll Plaza,Surawong Toll Plaza,Talat Phlu,Wutthakat,Chan Toll Plaza,Sathon Toll Plaza,Surawong Toll Plaza,1.3,2.9,5.2,5.5,5.6
Motif Condo,Thon Buri,13.727223,100.48757509999999,4572,2,23,396.0,1.7,87485,815,5,0.65,0.85,0.85,0.97,2.3,0.3,0.77,0.77,0.79,0.93,0.16,0.29,0.29,0.74,0.8,1,1,1,1,1,1,1,1,1,1,0,1,Wong Wian Yai,Surawong Toll Plaza,Hua Lamphong Toll Plaza,Saphan Sawang Toll Plaza,Krung Thon Buri,Wong Wian Yai,Surawong Toll Plaza,Hua Lamphong Toll Plaza,Saphan Sawang Toll Plaza,Krung Thon Buri,1.4,3.7,4.2,4.4,4.6
Nyx by Sansiri,Thon Buri,13.715854,100.488939,8000,1,35,853.0,0.001,120000,816,2,1.2,1.5,1.5,1.5,1.5,0.48,0.61,0.74,0.76,0.95,0.26,0.39,0.42,0.44,0.49,1,1,1,1,1,1,1,1,1,0,0,1,Wong Wian Yai,Talat Phlu,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,Wong Wian Yai,Talat Phlu,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,1.0,1.9,4.1,4.2,5.0
Pela Wutthakat,Thon Buri,13.713016,100.47140300000001,2204,1,21,190.0,1.0,90833,817,3,2.1,2.2,2.3,2.4,3.5,0.15,0.42,1.6,2.0,2.1,0.009,0.37,0.38,0.5,0.5,1,1,1,1,1,0,1,1,0,0,0,0,Wutthakat,Talat Phlu,Surawong Toll Plaza,Sathon Toll Plaza,Pho Nimit,Wutthakat,Talat Phlu,Surawong Toll Plaza,Sathon Toll Plaza,Pho Nimit,0.35,1.8,6.1,6.7,6.9
Prayapirom Chateau Riverboat,Thon Buri,13.7064421,100.4909823,2468,1,8,198.0,0.8,40816,818,14,0.18,2.0,2.0,2.1,2.4,0.21,0.47,0.51,0.69,0.91,0.21,0.21,0.21,0.21,0.21,1,1,1,1,1,0,0,0,0,1,0,0,Wong Wian Yai,Talat Phlu,Pho Nimit,Chan Toll Plaza,Sathon Toll Plaza,Wong Wian Yai,Talat Phlu,Pho Nimit,Chan Toll Plaza,Sathon Toll Plaza,2.3,2.4,3.8,4.2,4.2
Supalai River Resort,Thon Buri,13.708739999999999,100.4952,19488,1,39,906.0,1.4,105094,819,6,0.68,2.0,2.5,2.6,2.7,0.16,0.34,0.38,0.65,0.66,0.33,0.46,0.55,0.71,0.71,1,1,1,1,1,1,1,1,1,1,1,1,Wong Wian Yai,Sathon Toll Plaza,Chan Toll Plaza,Surawong Toll Plaza,Krung Thon Buri,Wong Wian Yai,Sathon Toll Plaza,Chan Toll Plaza,Surawong Toll Plaza,Krung Thon Buri,2.0,3.6,3.7,3.7,3.8
TEAL Sathorn-Taksin,Thon Buri,13.7207679,100.49296729999999,4048,1,27,409.0,0.001,121861,820,6,0.68,0.94,0.94,0.97,1.1,0.21,0.43,0.66,0.75,1.0,0.11,0.34,0.57,0.83,0.0001,1,1,1,1,1,0,1,1,1,0,0,1,Wong Wian Yai,Surawong Toll Plaza,Sathon Toll Plaza,Krung Thon Buri,Chan Toll Plaza,Wong Wian Yai,Surawong Toll Plaza,Sathon Toll Plaza,Krung Thon Buri,Chan Toll Plaza,0.41,3.4,3.5,3.7,4.3
The Niche Taksin,Thon Buri,13.726729800000001,100.4909545,2072,1,20,194.0,1.0,78849,821,8,0.29,0.42,0.42,0.52,1.9,0.54,0.63,0.69,0.74,0.75,0.35,0.36,0.0001,0.43,0.44,1,1,1,1,1,1,1,0,1,0,0,0,Wong Wian Yai,Krung Thon Buri,Pho Nimit,Surawong Toll Plaza,Hua Lamphong Toll Plaza,Wong Wian Yai,Krung Thon Buri,Pho Nimit,Surawong Toll Plaza,Hua Lamphong Toll Plaza,0.99,1.8,2.5,3.3,3.7
The Parkland Grand Taksin,Thon Buri,13.716534,100.480767,5912,1,34,566.0,1.2,100514,822,7,0.5,0.64,0.69,0.76,2.1,0.4,0.57,0.64,0.75,1.0,0.69,0.0001,0.69,0.69,0.0004,1,1,1,1,1,1,1,1,1,0,0,0,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,0.52,2.5,4.7,4.9,5.7
The Parkland Taksin-Thapra,Thon Buri,13.716404999999998,100.481394,7600,2,29,829.0,1.0,81324,823,8,0.55,0.6,0.61,0.69,2.1,0.27,0.34,0.63,0.64,0.69,0.58,0.0001,0.61,0.61,0.0004,1,1,1,1,1,0,1,1,0,1,0,0,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,Talat Phlu,Wutthakat,Surawong Toll Plaza,Sathon Toll Plaza,Chan Toll Plaza,0.57,2.6,4.6,4.8,5.6
The Room Sathorn-Taksin,Thon Buri,13.717997199999997,100.4833554,3670,1,23,268.0,0.001,113238,824,8,0.87,0.87,0.87,0.89,0.89,0.077,0.077,0.077,0.42,0.42,0.68,0.68,0.68,0.81,0.81,1,1,1,1,1,0,1,1,0,0,0,0,Talat Phlu,Talat Phlu,Talat Phlu,Wong Wian Yai,Wong Wian Yai,Talat Phlu,Talat Phlu,Talat Phlu,Wong Wian Yai,Wong Wian Yai,0.92,0.92,0.92,1.3,1.3
Assagarn Place Ladprao 85,Wang Thonglang,13.7836826,100.61378309999999,17160,1,8,154.0,1.2,54353,825,9,0.11,0.23,0.23,1.1,1.8,0.23,0.23,0.23,0.23,0.64,0.07,0.11,0.16,0.23,0.23,1,1,1,1,0,0,1,0,0,0,0,1,Lat Phrao Toll Plaza,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Sutthisan,Huai Khwang,Lat Phrao Toll Plaza,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Sutthisan,Huai Khwang,1.4,2.2,4.4,5.3,5.4
Baan Bodin,Wang Thonglang,13.7720582,100.6160749,1763,5,5,300.0,0.62,39516,826,14,0.024,0.036,0.79,1.7,1.9,0.053,0.58,0.77,1.4,1.7,0.36,0.61,0.64,0.77,0.77,0,1,1,1,0,0,0,0,0,0,0,0,Pracha Uthit Toll Plaza,Lat Phrao Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,Pracha Uthit Toll Plaza,Lat Phrao Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,1.6,2.9,3.6,6.0,6.2
Baan Ratchada,Wang Thonglang,13.787981900000002,100.5902926,7444,1,7,176.0,2.2,23187,827,25,4.0,2.4,4.0,3.9,4.5,1.1,1.3,1.4,2.1,2.1,0.41,1.5,1.6,1.7,1.8,1,1,1,1,1,0,0,0,1,1,0,0,Lat Phrao Toll Plaza,Sutthisan,Ratchadaphisek,Huai Khwang,Pracha Uthit Toll Plaza,Lat Phrao Toll Plaza,Sutthisan,Ratchadaphisek,Huai Khwang,Pracha Uthit Toll Plaza,3.0,3.2,3.5,3.7,3.9
Be You Chokchai 4,Wang Thonglang,13.797966,100.596101,6430,2,8,374.0,0.004,43388,828,8,0.004,0.62,0.004,1.0,1.4,0.89,0.94,1.0,1.3,1.5,0.005,0.013,0.16,0.39,0.62,1,1,1,1,0,0,0,0,0,0,0,1,Lat Phrao Toll Plaza,Ratchadaphisek,Ratchadaphisek,Pracha Uthit Toll Plaza,Sutthisan,Lat Phrao Toll Plaza,Ratchadaphisek,Ratchadaphisek,Pracha Uthit Toll Plaza,Sutthisan,2.3,3.3,3.3,3.8,3.9
Bodin Suite Home,Wang Thonglang,13.7687721,100.61255290000001,15484,6,7,526.0,0.79,26316,829,12,0.72,0.77,0.95,2.0,2.0,0.81,0.92,0.93,1.3,2.1,0.52,0.78,0.93,0.94,0.95,1,1,1,1,0,0,1,0,0,0,1,0,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Si Rat,Thailand Cultural Centre,Huai Khwang,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Si Rat,Thailand Cultural Centre,Huai Khwang,1.7,3.7,4.8,6.0,6.2
Commune 80,Wang Thonglang,13.782611,100.602703,852,1,5,20.0,4.0,52063,830,12,2.0,2.0,4.0,4.0,3.1,1.2,1.3,1.8,1.9,1.9,0.002,0.88,1.3,1.3,1.7,1,1,1,1,0,0,0,0,0,0,0,0,Lat Phrao Toll Plaza,Pracha Uthit Toll Plaza,Huai Khwang,Sutthisan,Rama 9-2 Toll Plaza,Lat Phrao Toll Plaza,Pracha Uthit Toll Plaza,Huai Khwang,Sutthisan,Rama 9-2 Toll Plaza,2.0,2.9,3.5,3.7,4.4
Grand Park Town,Wang Thonglang,13.772345000000001,100.596149,1604,1,8,133.0,2.8,38424,831,13,0.65,1.2,1.2,2.6,3.4,0.14,0.76,0.8,0.009,1.1,0.48,0.72,1.0,1.0,1.1,1,1,1,1,1,0,1,0,0,0,0,0,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Chalong Rat,Huai Khwang,Thailand Cultural Centre,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Chalong Rat,Huai Khwang,Thailand Cultural Centre,2.0,2.4,3.5,3.8,3.9
Hampton Place,Wang Thonglang,13.764319,100.6274608,2286,1,8,60.0,2.0,70974,832,22,2.0,3.1,3.3,3.9,4.1,1.0,1.7,2.5,2.7,3.0,130.0,1.6,1.7,1.7,4.0,1,1,1,1,1,0,0,0,1,0,0,0,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Sutthisan,Huai Khwang,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Sutthisan,Huai Khwang,5.3,6.6,7.5,8.4,8.5
Happy Condo Ladprao 101,Wang Thonglang,13.788084,100.628624,28604,8,6,899.0,2.3,54234,833,9,1.7,2.3,2.3,2.6,3.7,0.51,0.85,0.85,1.3,1.3,0.23,0.65,0.67,0.72,0.83,1,1,1,1,1,0,1,1,0,0,0,0,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Pracha Uthit Toll Plaza,Sutthisan,Huai Khwang,Lat Phrao Toll Plaza,Yothin Phatthana Toll Plaza,Pracha Uthit Toll Plaza,Sutthisan,Huai Khwang,4.0,4.2,4.9,8.0,8.1
J.W. Boulevard Srivara,Wang Thonglang,13.770975,100.60825600000001,5492,2,8,253.0,0.71,56533,834,11,0.51,1.3,1.4,1.5,2.6,0.94,0.98,0.99,1.1,1.4,0.12,0.15,0.16,0.24,0.26,1,1,1,1,0,0,1,0,0,0,0,1,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Si Rat,Huai Khwang,Thailand Cultural Centre,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Si Rat,Huai Khwang,Thailand Cultural Centre,0.23,2.3,3.4,4.8,4.9
LIB Ramkhamhaeng 43/1,Wang Thonglang,13.764242000000001,100.615346,3253,1,8,229.0,1.2,62042,835,5,0.64,0.65,0.97,1.0,1.5,0.76,0.77,0.98,0.99,0.99,0.26,0.6,0.96,0.97,0.97,1,1,1,1,1,0,1,1,0,0,0,0,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,2.2,3.0,4.1,6.5,6.7
Ladprao Condo Town,Wang Thonglang,13.788481599999999,100.6047987,12313,5,8,1500.0,4.0,18036,836,25,1.2,1.2,1.2,4.0,4.0,0.35,0.87,0.97,1.0,1.0,0.48,0.52,0.86,1.1,1.2,1,1,1,1,0,0,0,0,0,0,0,0,Lat Phrao Toll Plaza,Pracha Uthit Toll Plaza,Sutthisan,Rama 9-2 Toll Plaza,Huai Khwang,Lat Phrao Toll Plaza,Pracha Uthit Toll Plaza,Sutthisan,Rama 9-2 Toll Plaza,Huai Khwang,1.2,2.1,4.2,4.3,4.4
Lumpini Condo Town Bodindecha - Ramkhamhaeng,Wang Thonglang,13.7623696,100.6160145,52492,14,8,3445.0,1.4,50297,837,11,0.43,0.43,1.2,1.2,1.3,0.55,0.55,0.76,0.77,0.78,0.042,0.39,0.75,0.75,0.75,1,1,1,1,1,0,1,1,1,1,0,0,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,2.4,2.8,3.9,6.3,6.5
Lumpini Ville Latphrao-Chokchai 4,Wang Thonglang,13.795845000000002,100.592383,11200,2,18,1020.0,4.0,65284,838,9,0.004,0.8,0.004,1.7,2.1,0.8,0.87,0.91,1.1,1.4,0.15,0.18,0.42,0.44,0.67,1,1,1,1,1,1,1,1,0,0,0,0,Lat Phrao Toll Plaza,Ratchadaphisek,Ratchadaphisek,Sutthisan,Pracha Uthit Toll Plaza,Lat Phrao Toll Plaza,Ratchadaphisek,Ratchadaphisek,Sutthisan,Pracha Uthit Toll Plaza,2.7,2.9,2.9,3.4,3.7
Mahadthai Condotel,Wang Thonglang,13.769498,100.62200770000001,5747,1,13,176.0,1.4,15805,839,27,1.1,1.1,1.3,1.9,3.2,1.1,1.2,1.4,1.4,1.7,0.004,0.39,0.56,1.1,1.5,1,1,1,1,1,0,0,0,0,1,1,1,Lat Phrao Toll Plaza,Srinagarindra Toll Plaza,Pracha Uthit Toll Plaza,Sutthisan,Huai Khwang,Lat Phrao Toll Plaza,Srinagarindra Toll Plaza,Pracha Uthit Toll Plaza,Sutthisan,Huai Khwang,3.8,4.3,4.5,7.6,7.8
Tara Ruankaew,Wang Thonglang,13.762069,100.61415,17460,1,19,541.0,1.7,54559,840,7,1.0,1.0,1.4,1.5,1.9,1.1,1.1,1.4,1.4,1.4,0.63,0.98,1.3,1.3,1.3,1,1,1,1,1,1,1,1,0,1,0,1,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,Pracha Uthit Toll Plaza,Srinagarindra Toll Plaza,Rama 9-2 Toll Plaza,Huai Khwang,Thailand Cultural Centre,2.6,3.4,4.5,6.9,7.0
Tara Ruen Ake,Wang Thonglang,13.763350899999999,100.61585,16527,1,8,174.0,1.4,51585,841,27,0.94,0.95,1.2,1.3,3.0,1.0,1.0,1.1,1.3,1.3,0.55,0.9,1.2,1.2,1.3,1,1,1,1,1,0,1,1,0,0,0,1,Pracha Uthit Toll Plaza,Rama 9-1 Toll Plaza Si Rat,Rama 9-2 Toll Plaza,Thailand Cultural Centre,Huai Khwang,Pracha Uthit Toll Plaza,Rama 9-1 Toll Plaza Si Rat,Rama 9-2 Toll Plaza,Thailand Cultural Centre,Huai Khwang,2.4,3.9,3.9,6.5,6.7
Than Living,Wang Thonglang,13.767740400000001,100.5987093,19928,6,8,823.0,2.1,103738,842,4,0.26,0.96,0.99,1.9,2.6,0.4,0.41,0.009,0.77,0.82,0.33,0.33,0.37,0.45,0.46,1,1,1,1,1,0,1,1,0,0,0,0,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Chalong Rat,Thailand Cultural Centre,Huai Khwang,Pracha Uthit Toll Plaza,Rama 9-2 Toll Plaza,Rama 9-1 Toll Plaza Chalong Rat,Thailand Cultural Centre,Huai Khwang,1.3,1.6,2.6,3.3,3.5
15 Suite,Watthana,13.745838500000001,100.5589602,3041,1,8,75.0,0.75,86957,843,23,0.58,0.63,0.76,0.78,1.1,0.58,0.77,0.83,0.88,1.1,0.24,0.26,0.26,0.28,0.28,1,1,1,1,1,0,1,0,0,0,0,0,Nana,Sukhumvit,Phetchaburi,Sukhumvit Toll Plaza,Phetchaburi Toll Plaza,Nana,Sukhumvit,Phetchaburi,Sukhumvit Toll Plaza,Phetchaburi Toll Plaza,0.86,1.3,1.3,1.4,1.5
15 Sukhumvit Residences,Watthana,13.7417822,100.55863070000001,4692,1,25,514.0,0.68,130937,844,6,0.019,0.019,0.019,0.59,0.59,0.41,0.41,0.41,0.65,0.65,0.18,0.18,0.18,0.2,0.2,1,1,1,1,1,1,1,1,1,1,0,1,Nana,Nana,Nana,Asok,Asok,Nana,Nana,Nana,Asok,Asok,0.54,0.54,0.54,0.73,0.73
39 Suites,Watthana,13.73676,100.574387,2383,1,9,60.0,0.54,104348,845,23,0.061,0.5,0.039,1.1,1.1,0.2,0.36,0.61,0.63,0.76,0.004,0.006,0.049,0.14,0.18,1,1,1,1,1,0,1,0,0,0,0,0,Phrom Phong,Thong Lo,Sukhumvit,Asok 3 Toll Plaza,Asok 4 Toll Plaza,Phrom Phong,Thong Lo,Sukhumvit,Asok 3 Toll Plaza,Asok 4 Toll Plaza,1.1,2.0,2.3,3.3,3.3
49 Plus,Watthana,13.730319,100.575521,1524,1,9,77.0,0.48,109859,846,14,0.049,0.001,0.039,0.97,1.0,0.45,0.7,0.78,0.99,1.0,0.14,0.16,0.17,0.17,0.19,1,1,1,1,1,1,1,1,1,1,1,1,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,0.96,1.3,1.8,3.4,3.6
49 Suite,Watthana,13.729458800000002,100.57585949999999,3510,1,8,56.0,0.64,84211,847,23,0.001,0.049,0.84,0.039,1.1,0.53,0.74,0.82,0.89,1.2,0.063,0.22,0.24,0.27,0.3,0,1,1,1,1,1,1,0,0,0,0,0,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,0.8,1.1,1.7,3.3,3.4
59 Heritage,Watthana,13.72432,100.58187,3296,2,12,226.0,1.5,116727,848,10,0.69,0.76,0.82,1.0,1.4,0.59,0.81,0.86,0.92,0.98,0.077,0.31,0.42,0.43,0.055,1,1,1,1,1,0,1,1,0,1,0,0,Thong Lo,Ekkamai,Phra Khanong,At Narong Toll Plaza,Phra Khanong Toll Plaza,Thong Lo,Ekkamai,Phra Khanong,At Narong Toll Plaza,Phra Khanong Toll Plaza,0.58,0.78,1.6,2.5,3.2
Acadamia Grand Tower,Watthana,13.7294225,100.57299240000002,12328,1,21,98.0,1.0,93059,849,26,0.14,0.041,0.001,0.46,0.5,0.15,0.69,0.82,0.86,0.96,0.25,0.3,0.31,0.31,0.002,1,1,1,1,1,0,1,0,0,1,0,1,Phrom Phong,Thong Lo,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Queen Sirikit National Convention Centre,Phrom Phong,Thong Lo,Tha Ruea 2 Toll Plaza,Tha Ruea 1 Toll Plaza,Queen Sirikit National Convention Centre,0.41,0.97,2.7,2.9,2.9
Aequa Sukhumvit 49,Watthana,13.727664,100.575539,2416,1,28,153.0,0.84,212594,850,7,0.001,0.64,0.041,0.93,0.98,0.45,0.53,0.59,0.62,0.68,0.071,0.16,0.2,0.3,0.32,1,1,1,1,1,1,1,1,1,0,0,1,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,Thong Lo,Phrom Phong,Ekkamai,At Narong Toll Plaza,Tha Ruea 2 Toll Plaza,0.6,0.89,1.5,3.1,3.2
Art @ Thonglor 25,Watthana,13.739678,100.582094,1452,1,8,102.0,0.21,140792,851,4,0.001,0.77,0.87,0.015,1.1,1.0,1.2,1.2,1.2,1.2,0.19,0.28,0.32,0.35,0.52,1,1,1,1,1,0,1,1,0,0,0,1,Thong Lo,Phrom Phong,Ekkamai,Ramkhamhaeng Toll Plaza,Rama 9-1 Toll Plaza Chalong Rat,Thong Lo,Phrom Phong,Ekkamai,Ramkhamhaeng Toll Plaza,Rama 9-1 Toll Plaza Chalong Rat,2.1,2.2,2.8,3.0,3.1
Ascent Ekamai-Thonglor,Watthana,13.736135999999998,100.586863,1636,1,8,93.0,0.94,113405,852,5,0.7,0.79,0.83,0.015,1.0,0.81,0.89,1.1,1.1,1.2,0.019,0.25,0.27,0.29,0.0004,1,1,1,1,1,0,1,1,0,0,0,0,Ekkamai,Thong Lo,Phatthanakan 1 Toll Plaza,Phatthanakan 2 Toll Plaza,Ramkhamhaeng Toll Plaza,Ekkamai,Thong Lo,Phatthanakan 1 Toll Plaza,Phatthanakan 2 Toll Plaza,Ramkhamhaeng Toll Plaza,2.1,2.1,2.4,2.5,2.5
Ashton Asoke,Watthana,13.738613199999998,100.5616036,4590,1,50,783.0,0.71,262059,853,2,0.021,0.021,0.14,0.14,0.18,0.5,0.5,0.75,0.75,0.88,0.021,0.021,0.021,0.021,0.019,1,1,1,1,1,0,1,0,0,0,0,0,Asok,Asok,Sukhumvit,Sukhumvit,Nana,Asok,Asok,Sukhumvit,Sukhumvit,Nana,0.25,0.25,0.4,0.4,0.69
Ashton Residence 41,Watthana,13.733111,100.572711,3060,2,8,79.0,1.3,267524,854,4,0.6,0.041,0.76,39.0,1.2,0.61,1.1,1.2,1.4,1.8,0.039,0.72,0.74,0.76,0.78,1,1,1,1,1,1,1,1,0,0,0,0,Phrom Phong,Thong Lo,Sukhumvit,Asok 3 Toll Plaza,Asok 4 Toll Plaza,Phrom Phong,Thong Lo,Sukhumvit,Asok 3 Toll Plaza,Asok 4 Toll Plaza,0.72,1.4,2.1,3.9,3.9
